HKWorkoutActivityTypeSwimming,52.90377288262049,min,2021-08-08 08:51:42 +0800,2021-08-08 07:58:46 +0800,2021-08-08 08:51:41 +0800
HKWorkoutActivityTypeHighIntensityIntervalTraining,38.87932233413061,min,2021-08-09 21:54:31 +0800,2021-08-09 21:15:38 +0800,2021-08-09 21:54:31 +0800
HKWorkoutActivityTypeHighIntensityIntervalTraining,31.88347478310267,min,2021-08-11 22:21:02 +0800,2021-08-11 21:49:09 +0800,2021-08-11 22:21:02 +0800
HKWorkoutActivityTypeSwimming,52.96767155130704,min,2021-08-14 08:41:38 +0800,2021-08-14 07:48:39 +0800,2021-08-14 08:41:37 +0800
HKWorkoutActivityTypeSwimming,52.8732498506705,min,2021-08-14 18:45:29 +0800,2021-08-14 17:52:36 +0800,2021-08-14 18:45:28 +0800
HKWorkoutActivityTypeSwimming,52.87655128439268,min,2021-08-15 18:15:46 +0800,2021-08-15 17:22:52 +0800,2021-08-15 18:15:45 +0800
HKWorkoutActivityTypeSoccer,85.71593375007312,min,2021-08-16 20:28:51 +0800,2021-08-16 19:03:07 +0800,2021-08-16 20:28:50 +0800
HKWorkoutActivityTypeSwimming,52.01308238506317,min,2021-08-21 16:47:56 +0800,2021-08-21 15:55:54 +0800,2021-08-21 16:47:55 +0800
HKWorkoutActivityTypeSwimming,52.89473603367806,min,2021-08-22 08:40:19 +0800,2021-08-22 07:47:25 +0800,2021-08-22 08:40:18 +0800
HKWorkoutActivityTypeHighIntensityIntervalTraining,39.88362151583036,min,2021-08-22 22:24:19 +0800,2021-08-22 21:44:25 +0800,2021-08-22 22:24:18 +0800
HKWorkoutActivityTypeHighIntensityIntervalTraining,33.65596700112025,min,2021-08-24 22:28:26 +0800,2021-08-24 21:54:46 +0800,2021-08-24 22:28:26 +0800
HKWorkoutActivityTypeSwimming,52.87511915167173,min,2021-08-28 17:49:37 +0800,2021-08-28 16:56:44 +0800,2021-08-28 17:49:36 +0800
HKWorkoutActivityTypeSwimming,52.86923768321673,min,2021-08-29 08:47:24 +0800,2021-08-29 07:54:31 +0800,2021-08-29 08:47:23 +0800
HKWorkoutActivityTypeSoccer,98.88198818365733,min,2021-08-30 20:29:12 +0800,2021-08-30 18:50:18 +0800,2021-08-30 20:29:11 +0800
HKWorkoutActivityTypeHighIntensityIntervalTraining,20.87531703313192,min,2021-08-31 22:57:10 +0800,2021-08-31 22:36:17 +0800,2021-08-31 22:57:10 +0800
HKWorkoutActivityTypeHighIntensityIntervalTraining,26.80873545010884,min,2021-09-01 22:30:25 +0800,2021-09-01 21:58:48 +0800,2021-09-01 22:30:25 +0800
HKWorkoutActivityTypeHighIntensityIntervalTraining,36.11191086570422,min,2021-09-02 22:36:03 +0800,2021-09-02 21:59:56 +0800,2021-09-02 22:36:02 +0800
HKWorkoutActivityTypeSwimming,53.00647611618042,min,2021-09-04 18:14:19 +0800,2021-09-04 17:21:17 +0800,2021-09-04 18:14:17 +0800
HKWorkoutActivityTypeSwimming,52.87009964982668,min,2021-09-05 08:47:59 +0800,2021-09-05 07:55:06 +0800,2021-09-05 08:47:58 +0800
HKWorkoutActivityTypeHighIntensityIntervalTraining,41.87670001586278,min,2021-09-05 22:03:51 +0800,2021-09-05 21:21:58 +0800,2021-09-05 22:03:50 +0800
HKWorkoutActivityTypeHighIntensityIntervalTraining,39.86846971710523,min,2021-09-06 22:40:04 +0800,2021-09-06 22:00:11 +0800,2021-09-06 22:40:03 +0800
